yob,gender,province_territory,hh_income,vote_for
1978,Man,Ontario,90000,Liberal Party
1952,Man,Manitoba,24000,Green Party
1956,Man,Ontario,26000,Liberal Party
1956,Man,Quebec,40000,Liberal Party
1938,Man,Saskatchewan,39000,Liberal Party
1958,Woman,Ontario,62000,Conservative Party
1990,Woman,Alberta,91000,ndp
1950,Man,Ontario,31000,Conservative Party
1956,Man,British Columbia,48000,Conservative Party
1948,Man,Ontario,60,Liberal Party
1954,Man,Quebec,30000,ndp
1992,Man,Ontario,520000,Liberal Party
1954,Woman,Ontario,9879,Green Party
1954,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,23000,ndp
1947,Man,Ontario,51000,Conservative Party
1966,Man,Quebec,49000,Liberal Party
1942,Man,Alberta,80000,Liberal Party
1976,Man,Nova Scotia,52000,Conservative Party
1964,Woman,Nova Scotia,100000,Liberal Party
1950,Man,Ontario,61000,ndp
1988,Man,Ontario,91000,Conservative Party
1946,Man,Saskatchewan,55000,Conservative Party
1959,Woman,Saskatchewan,87000,Liberal Party
1951,Man,Ontario,55000,Liberal Party
1943,Man,Newfoundland and Labrador,32000,Liberal Party
1949,Woman,Ontario,70000,Green Party
1967,Woman,Manitoba,99000,Liberal Party
1953,Woman,Ontario,125000,Liberal Party
1958,Man,Ontario,197000,Conservative Party
1967,Woman,Quebec,39999,Liberal Party
1976,Woman,Ontario,16000,ndp
1961,Woman,Ontario,140000,Liberal Party
1972,Man,Nova Scotia,34000,ndp
1946,Man,Ontario,49900,Conservative Party
1947,Woman,Ontario,65000,Liberal Party
1960,Man,Ontario,64000,Liberal Party
1950,Woman,Alberta,120000,Conservative Party
1952,Woman,Yukon,120000,Liberal Party
1946,Woman,Ontario,25000,Conservative Party
1960,Woman,Ontario,50000,Conservative Party
1986,Man,Alberta,120000,Conservative Party
1948,Man,Saskatchewan,37000,Conservative Party
1943,Man,British Columbia,84000,Liberal Party
1963,Man,Ontario,195000,Liberal Party
1954,Man,Alberta,70000,Conservative Party
1959,Man,Ontario,30000,Liberal Party
1990,Woman,Ontario,27000,People's Party
1954,Woman,Ontario,59000,Liberal Party
1944,Man,Alberta,43000,Conservative Party
1952,Woman,British Columbia,75000,Conservative Party
1953,Woman,Nova Scotia,36000,Liberal Party
1960,Woman,Nova Scotia,30000,Liberal Party
1953,Woman,Ontario,120000,Liberal Party
1952,Woman,Ontario,32000,Conservative Party
1938,Man,Ontario,65000,Liberal Party
1942,Woman,Ontario,35000,Conservative Party
1964,Woman,Ontario,90000,Conservative Party
1948,Woman,Ontario,70000,ndp
1950,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Manitoba,45000,Green Party
1953,Man,Nova Scotia,72000,Conservative Party
1943,Man,Manitoba,60000,ndp
1945,Man,Ontario,62000,Conservative Party
1984,Man,Ontario,100000,Green Party
1968,Man,Quebec,115000,Liberal Party
1967,Man,Ontario,55000,Conservative Party
1947,Man,British Columbia,64000,Conservative Party
1952,Man,Manitoba,59000,ndp
1950,Woman,Ontario,27000,Conservative Party
1954,Man,Quebec,29000,Liberal Party
1952,Woman,Alberta,22500,Conservative Party
1941,Man,Quebec,80000,Liberal Party
1965,Man,Ontario,110000,Conservative Party
1920,Woman,British Columbia,55000,Liberal Party
1950,Man,Ontario,50000,ndp
1952,Woman,Ontario,19000,Green Party
1958,Woman,Alberta,20000,ndp
1958,Woman,Manitoba,59000,Conservative Party
1964,Woman,Ontario,150000,Liberal Party
1963,Man,New Brunswick,20000,Liberal Party
1964,Woman,Alberta,80000,Conservative Party
1965,Woman,Alberta,5000,Conservative Party
1951,Woman,Ontario,90000,Liberal Party
1938,Man,British Columbia,54000,Conservative Party
1940,Woman,Nova Scotia,22000,Liberal Party
1965,Woman,Ontario,155000,Liberal Party
1933,Man,Quebec,50000,Conservative Party
1974,Man,Ontario,70000,Conservative Party
1965,Man,Alberta,30000,Conservative Party
1944,Man,Ontario,34500,Conservative Party
1958,Woman,Ontario,15000,Conservative Party
1981,Man,Ontario,81000,ndp
1976,Man,Ontario,65000,ndp
1955,Woman,Quebec,79000,Liberal Party
1963,Woman,Manitoba,68000,Conservative Party
1979,Woman,New Brunswick,13000,Liberal Party
1993,Man,Ontario,50000,Liberal Party
1959,Woman,Quebec,31000,Green Party
1973,Man,Manitoba,70000,Conservative Party
1976,Man,Ontario,19000,ndp
1954,Man,Ontario,34000,Liberal Party
1953,Man,Ontario,65000,Conservative Party
1955,Man,Ontario,68000,ndp
1947,Woman,British Columbia,39000,Green Party
1947,Man,Quebec,29500,Liberal Party
1945,Woman,Ontario,85000,Liberal Party
1956,Woman,Quebec,57000,Conservative Party
1980,Woman,Quebec,27000,Liberal Party
1955,Woman,Alberta,95000,Conservative Party
1967,Man,Ontario,72000,Liberal Party
1959,Man,Ontario,19000,Liberal Party
1976,Man,Alberta,120000,Conservative Party
1958,Man,Ontario,78000,Conservative Party
1982,Woman,Saskatchewan,105000,Liberal Party
1945,Man,Nova Scotia,150000,Liberal Party
1973,Woman,New Brunswick,102000,Liberal Party
1943,Man,British Columbia,81000,Conservative Party
1964,Woman,Manitoba,95000,Liberal Party
1960,Woman,Ontario,32000,Liberal Party
1945,Woman,British Columbia,28000,Conservative Party
1983,Woman,Ontario,80000,Liberal Party
1967,Man,Alberta,124000,Conservative Party
1954,Man,British Columbia,20000,Conservative Party
1969,Man,Quebec,95000,Liberal Party
1951,Woman,Ontario,24000,Conservative Party
1953,Man,Alberta,87000,Conservative Party
1949,Woman,British Columbia,59000,ndp
1962,Man,Alberta,70000,Conservative Party
1942,Woman,British Columbia,25000,ndp
1955,Woman,Ontario,12000,Conservative Party
1946,Man,British Columbia,44000,Liberal Party
1947,Man,Alberta,60000,Conservative Party
1946,Man,British Columbia,87500,Liberal Party
1972,Woman,Nova Scotia,55000,Liberal Party
1948,Man,Quebec,28000,Liberal Party
1953,Woman,Quebec,70000,Bloc Québécois
1954,Woman,British Columbia,29000,Liberal Party
1958,Woman,Alberta,90000,Conservative Party
1952,Woman,Ontario,29000,Conservative Party
1955,Woman,Ontario,72000,ndp
1961,Man,British Columbia,50000,Green Party
1950,Man,Ontario,19750,Another party (please specify)
1970,Man,Ontario,24500,Conservative Party
1946,Man,Alberta,60000,Conservative Party
1948,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Saskatchewan,69000,Liberal Party
1957,Woman,Alberta,44000,Liberal Party
1982,Woman,Saskatchewan,87000,Conservative Party
1963,Man,Ontario,15500,Conservative Party
1950,Man,Ontario,82000,Liberal Party
1952,Woman,Quebec,35000,Liberal Party
1964,Man,Ontario,60000,Liberal Party
1957,Woman,British Columbia,124000,Liberal Party
1956,Man,Alberta,79000,People's Party
1967,Man,Ontario,170000,Conservative Party
1973,Man,Quebec,60000,Bloc Québécois
1970,Man,Ontario,80000,Conservative Party
1979,Woman,British Columbia,32000,Liberal Party
1967,Man,Quebec,29999,Green Party
1948,Man,Ontario,1400,ndp
1962,Man,Ontario,100000,Conservative Party
1979,Man,Quebec,130000,Conservative Party
1980,Woman,Alberta,125000,Conservative Party
1970,Man,British Columbia,13000,Conservative Party
1967,Man,Alberta,20000,Liberal Party
1948,Woman,Ontario,124000,Conservative Party
1972,Man,Alberta,1500000,Conservative Party
1955,Woman,Ontario,100000,Conservative Party
1948,Man,Alberta,60000,Conservative Party
1980,Man,Quebec,30000,People's Party
1953,Woman,Ontario,70000,Conservative Party
1964,Man,Ontario,40000,Liberal Party
1962,Man,Ontario,75000,Liberal Party
1952,Woman,Quebec,34000,Liberal Party
1964,Woman,Manitoba,95000,Liberal Party
1955,Man,Ontario,69000,Conservative Party
1984,Woman,Quebec,80000,Conservative Party
1971,Woman,Quebec,90000,Conservative Party
1970,Man,British Columbia,95000,ndp
1960,Woman,Ontario,148000,Conservative Party
1948,Man,British Columbia,50000,Liberal Party
1982,Woman,Ontario,64000,Liberal Party
1954,Man,British Columbia,72000,ndp
1943,Man,Ontario,28000,Conservative Party
1992,Man,Ontario,74000,ndp
1946,Man,Ontario,19000,Liberal Party
1942,Man,Ontario,150000,Liberal Party
1954,Woman,Alberta,65000,Conservative Party
1951,Woman,Ontario,80000,Liberal Party
1985,Woman,Quebec,77000,Liberal Party
1982,Man,Ontario,100000,ndp
1955,Man,Ontario,120000,Liberal Party
1962,Man,Alberta,70000,Liberal Party
1969,Woman,Ontario,175000,Conservative Party
1970,Woman,Manitoba,70000,Conservative Party
1958,Man,Ontario,100000,Liberal Party
1981,Man,Quebec,42500,Liberal Party
1942,Man,Ontario,100000,Liberal Party
1960,Woman,British Columbia,58000,ndp
1980,Man,Ontario,150000,Liberal Party
1960,Man,Alberta,25000,Conservative Party
1965,Woman,Ontario,99000,People's Party
1986,Woman,Ontario,210000,Conservative Party
1920,Man,Quebec,55000,Conservative Party
1988,Woman,Quebec,22000,Liberal Party
1954,Woman,British Columbia,27700,Liberal Party
1951,Man,Quebec,60000,Green Party
1958,Woman,Manitoba,101000,Liberal Party
1973,Woman,Quebec,68000,Green Party
1958,Woman,British Columbia,84000,ndp
1967,Man,Alberta,120000,Conservative Party
1942,Man,Alberta,24000,Conservative Party
1963,Man,Alberta,165000,Conservative Party
1951,Man,Manitoba,49000,Liberal Party
1948,Man,British Columbia,150000,Conservative Party
1987,Woman,Alberta,63000,ndp
1962,Man,Quebec,70000,Conservative Party
1955,Woman,Ontario,90000,Conservative Party
1955,Woman,Nova Scotia,59000,Liberal Party
1987,Man,Ontario,90000,Liberal Party
1950,Man,Alberta,30000,Conservative Party
1948,Woman,Quebec,32000,Liberal Party
1943,Woman,Ontario,19000,Liberal Party
1972,Man,Ontario,100000,Green Party
1962,Man,Ontario,75000,Liberal Party
1952,Man,Quebec,75000,Liberal Party
1953,Man,Quebec,69000,Bloc Québécois
1964,Woman,Alberta,150000,Conservative Party
1954,Man,Alberta,129000,Green Party
1956,Woman,Saskatchewan,95000,Conservative Party
1944,Woman,Ontario,35000,Conservative Party
1990,Woman,Ontario,5000,ndp
1959,Man,Ontario,24000,Conservative Party
1949,Man,Quebec,83000,Conservative Party
1988,Woman,Alberta,80000,Conservative Party
1945,Woman,New Brunswick,149000,Liberal Party
1974,Man,Ontario,140000,Conservative Party
1953,Man,Quebec,65000,Liberal Party
1953,Woman,Quebec,100000,Conservative Party
1955,Woman,Saskatchewan,15000,People's Party
1947,Man,Quebec,61000,Liberal Party
1976,Woman,Manitoba,105500,Conservative Party
1948,Man,British Columbia,69000,ndp
1960,Man,Quebec,48000,Bloc Québécois
1963,Man,Ontario,16000,ndp
1958,Man,Ontario,105000,Liberal Party
1953,Man,Nova Scotia,71000,Green Party
1949,Man,Ontario,30000,Conservative Party
1986,Man,New Brunswick,200000,Conservative Party
1963,Man,Alberta,84000,ndp
1991,Woman,Manitoba,36000,Liberal Party
1974,Man,Nova Scotia,60000,People's Party
1954,Man,British Columbia,45000,Green Party
1957,Man,Manitoba,29000,ndp
1971,Woman,Nova Scotia,80000,Liberal Party
1977,Man,Quebec,70000,Liberal Party
1979,Man,Quebec,50000,Liberal Party
1949,Man,British Columbia,50000,Conservative Party
1973,Woman,British Columbia,34000,Liberal Party
1945,Man,Quebec,58000,Bloc Québécois
1933,Man,Ontario,50000,Conservative Party
1945,Woman,Ontario,55000,Green Party
1981,Man,Ontario,95000,People's Party
1967,Woman,Alberta,225000,Conservative Party
1968,Woman,British Columbia,130000,Conservative Party
1957,Man,Quebec,175000,Bloc Québécois
1969,Woman,Saskatchewan,98300,Conservative Party
1960,Woman,Ontario,100000,Conservative Party
1948,Man,Ontario,20000,Green Party
1962,Man,British Columbia,175000,Green Party
1965,Woman,Ontario,61000,Conservative Party
1964,Man,Ontario,50000,Liberal Party
1972,Woman,Ontario,55000,Green Party
1965,Woman,British Columbia,31000,Conservative Party
1945,Woman,British Columbia,125000,Conservative Party
1965,Man,Alberta,100000,Conservative Party
1954,Man,Quebec,25000,Bloc Québécois
1978,Man,Ontario,78000,Conservative Party
1932,Man,Alberta,165000,Conservative Party
1971,Woman,Ontario,55000,Conservative Party
1960,Man,Quebec,35000,Another party (please specify)
1954,Man,British Columbia,15000,Green Party
1953,Man,Alberta,195000,Conservative Party
1995,Woman,Ontario,40000,People's Party
1953,Man,Ontario,40000,Liberal Party
1964,Man,New Brunswick,85000,Conservative Party
1946,Woman,Alberta,62000,Conservative Party
1961,Man,Nova Scotia,75000,ndp
1984,Woman,Quebec,110000,Liberal Party
1959,Man,Manitoba,75000,Liberal Party
1979,Woman,Ontario,90000,Conservative Party
1953,Woman,Quebec,45000,Liberal Party
1981,Woman,Quebec,48900,Conservative Party
1975,Woman,Quebec,135000,Conservative Party
1955,Man,British Columbia,84000,Conservative Party
1964,Man,Alberta,11000,Liberal Party
1969,Man,Ontario,99000,Conservative Party
1983,Woman,Quebec,115000,Liberal Party
1950,Man,British Columbia,115000,Conservative Party
1958,Man,British Columbia,145000,ndp
1973,Woman,Ontario,29000,ndp
1963,Woman,Alberta,48000,Conservative Party
1970,Man,Ontario,98000,Conservative Party
1966,Man,Ontario,19000,ndp
1953,Man,Ontario,49000,Conservative Party
1993,Woman,Quebec,100000,ndp
1958,Man,Ontario,24000,ndp
1963,Man,Ontario,260000,Conservative Party
1954,Man,Ontario,135000,Conservative Party
1946,Woman,Ontario,100000,Conservative Party
1983,Man,British Columbia,103000,ndp
1960,Man,Alberta,55000,ndp
1961,Man,Manitoba,70000,Green Party
1978,Man,British Columbia,93000,Liberal Party
1964,Woman,Ontario,30000,Conservative Party
1960,Woman,Ontario,150000,Green Party
1967,Man,Ontario,52000,Liberal Party
1989,Man,British Columbia,130000,Conservative Party
1973,Woman,Alberta,115000,Conservative Party
1948,Man,Ontario,110000,Conservative Party
1955,Woman,Ontario,25000,Liberal Party
1967,Woman,Quebec,20000,Liberal Party
1967,Man,Quebec,84000,Conservative Party
1946,Woman,Alberta,20000,Conservative Party
1975,Man,Ontario,80000,Liberal Party
1956,Woman,Alberta,89000,Conservative Party
1985,Woman,Ontario,59000,Conservative Party
1945,Man,Manitoba,72000,Conservative Party
1960,Man,Quebec,9500,Conservative Party
1964,Man,Ontario,60000,ndp
1958,Man,Alberta,110000,Green Party
1985,Woman,Alberta,135000,Another party (please specify)
1968,Man,British Columbia,180000,Conservative Party
1946,Man,British Columbia,64000,Conservative Party
1966,Man,Ontario,180000,Liberal Party
1989,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Quebec,22000,Green Party
1967,Man,British Columbia,90000,Conservative Party
1942,Man,British Columbia,49000,ndp
1955,Man,Alberta,25000,Conservative Party
1950,Woman,British Columbia,53000,Liberal Party
1964,Man,Alberta,230000,Conservative Party
1952,Man,Ontario,40000,Liberal Party
1953,Man,Ontario,85000,Conservative Party
1988,Woman,Ontario,60000,ndp
1949,Man,Alberta,132000,Conservative Party
1964,Woman,Nova Scotia,17900,Liberal Party
1957,Man,British Columbia,20500,Liberal Party
1932,Woman,Ontario,50000,Green Party
1949,Man,Saskatchewan,70000,Conservative Party
1942,Woman,Ontario,70000,Green Party
1958,Man,Ontario,135000,Conservative Party
1986,Man,Manitoba,500000,ndp
1959,Woman,Ontario,75000,Liberal Party
1963,Man,Ontario,250000,Conservative Party
1948,Woman,Alberta,80000,Liberal Party
1951,Man,Ontario,35000,Liberal Party
1963,Man,Ontario,50000,Green Party
1985,Man,Saskatchewan,109000,Liberal Party
1981,Man,British Columbia,74000,Liberal Party
1963,Man,Ontario,25000,Liberal Party
1952,Woman,Ontario,80000,Liberal Party
1956,Man,Alberta,200000,Liberal Party
1951,Man,Ontario,49000,Liberal Party
1959,Man,Quebec,120000,Conservative Party
1977,Man,Ontario,45000,People's Party
1953,Man,Alberta,140000,Conservative Party
1946,Man,British Columbia,38000,Conservative Party
1959,Woman,Ontario,28000,ndp
1987,Woman,Alberta,98567,ndp
1973,Woman,Alberta,1100,Green Party
1994,Woman,Manitoba,61000,Green Party
1984,Woman,Alberta,130000,ndp
1950,Man,Saskatchewan,104000,Conservative Party
1953,Woman,British Columbia,40000,ndp
1954,Woman,Alberta,150000,Conservative Party
1967,Woman,Quebec,95000,Bloc Québécois
1980,Woman,Quebec,62000,Liberal Party
1977,Woman,Quebec,29000,Liberal Party
1946,Man,Quebec,30000,Conservative Party
1954,Woman,Quebec,69000,Bloc Québécois
1954,Woman,Quebec,80000,Bloc Québécois
1991,Man,Alberta,45000,Conservative Party
1958,Woman,Quebec,37000,Conservative Party
1953,Woman,Alberta,77000,Conservative Party
1956,Woman,Ontario,36500,Liberal Party
1985,Woman,Ontario,59000,Liberal Party
1969,Man,British Columbia,69000,ndp
1959,Man,Alberta,104000,Conservative Party
1969,Man,Alberta,110000,Conservative Party
1955,Woman,Ontario,175000,Liberal Party
1989,Man,Saskatchewan,140000,Conservative Party
1967,Man,Quebec,75000,Liberal Party
1990,Woman,British Columbia,50000,Conservative Party
1955,Man,Ontario,50000,Liberal Party
1981,Woman,Nova Scotia,59000,Liberal Party
1988,Man,British Columbia,170000,Liberal Party
1981,Woman,Nova Scotia,900000,Liberal Party
1961,Man,Quebec,29000,Conservative Party
1953,Man,Ontario,148000,Green Party
1973,Man,Alberta,41000,Liberal Party
1959,Man,Quebec,100000,Liberal Party
1943,Woman,Alberta,41000,Conservative Party
1980,Woman,Quebec,65000,Green Party
1957,Woman,Ontario,80000,Liberal Party
1974,Man,Alberta,11000,Conservative Party
1959,Woman,British Columbia,265000,Liberal Party
1962,Man,British Columbia,270000,Conservative Party
1972,Man,Alberta,426000,Conservative Party
1950,Woman,Quebec,60000,Bloc Québécois
1965,Woman,Quebec,1000000,Liberal Party
1942,Woman,Ontario,120000,Liberal Party
1953,Man,British Columbia,120000,Liberal Party
1974,Woman,Quebec,12000,Liberal Party
1957,Woman,Ontario,65000,Liberal Party
1946,Woman,British Columbia,190000,Liberal Party
1952,Woman,British Columbia,35000,Conservative Party
1955,Man,Ontario,70000,Liberal Party
1948,Man,Saskatchewan,20000,ndp
1943,Man,Ontario,34000,Liberal Party
1973,Man,Ontario,86000,Conservative Party
1945,Woman,Quebec,49500,Liberal Party
1945,Man,Ontario,80000,Liberal Party
1950,Man,Quebec,80000,Liberal Party
1955,Woman,Alberta,59000,Conservative Party
1972,Man,Ontario,200000,Liberal Party
1957,Woman,Quebec,60000,Green Party
1956,Man,Ontario,93000,Conservative Party
1959,Woman,Alberta,123000,Liberal Party
1975,Woman,British Columbia,50000,Green Party
1958,Man,Ontario,140000,Liberal Party
1985,Man,Alberta,350000,Conservative Party
1953,Man,Ontario,150000,Liberal Party
1948,Woman,Quebec,38000,Green Party
1972,Woman,Quebec,30000,Bloc Québécois
1951,Woman,Alberta,90000,Liberal Party
1968,Man,British Columbia,230000,Liberal Party
1991,Woman,British Columbia,46000,ndp
1964,Man,Quebec,53500,Liberal Party
1947,Man,Alberta,240000,Conservative Party
1954,Man,Alberta,85000,Liberal Party
1943,Woman,British Columbia,39000,Conservative Party
1959,Woman,Quebec,47000,Green Party
1948,Man,Ontario,95000,Liberal Party
1941,Man,British Columbia,35000,Conservative Party
1980,Woman,Ontario,70000,Liberal Party
1983,Man,Alberta,100000,Conservative Party
1964,Man,Manitoba,28000,Conservative Party
1966,Woman,British Columbia,75000,ndp
1947,Man,British Columbia,110000,Conservative Party
1960,Woman,Alberta,102000,Conservative Party
1953,Woman,Saskatchewan,35000,Conservative Party
1945,Woman,British Columbia,43000,Liberal Party
1981,Man,British Columbia,60000,Liberal Party
1992,Man,British Columbia,58000,Conservative Party
1973,Man,Ontario,53000,Conservative Party
1953,Woman,Ontario,135000,Liberal Party
1980,Man,Quebec,64000,Conservative Party
1979,Man,Alberta,25000,ndp
1944,Woman,British Columbia,35000,Liberal Party
1942,Man,Ontario,87000,Conservative Party
1940,Woman,Alberta,47000,Conservative Party
1974,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",British Columbia,12000,Conservative Party
1964,Man,Nova Scotia,12000,Green Party
1960,Woman,Ontario,100000,Conservative Party
1974,Man,Alberta,200000,Conservative Party
