resp,urban,region,age,educattgen,marstat,abortion,hdi,hdi_c
359,urban,kampala,27,primary/middle school,currently married,0,0.639,1.9602453067111254
360,rural,north,8,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
361,rural,eastern,7,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
362,urban,kampala,19,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
363,rural,south west,20,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
364,urban,east central,19,primary/middle school,widow or widower,0,0.53,-0.03442659358543225
365,rural,south west,38,primary/middle school,currently married,0,0.518,-0.2540235000400994
366,rural,north,13,primary/middle school,currently married,0,0.475,-1.0409124148359898
367,rural,central 1,15,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
368,rural,south west,24,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
369,rural,north,25,primary/middle school,currently married,0,0.475,-1.0409124148359898
370,rural,karamoja,20,never attended,currently married,0,0.45,-1.4984059699498786
371,rural,north,30,never attended,currently living with partner,0,0.475,-1.0409124148359898
372,rural,central 1,18,primary/middle school,currently living with partner,0,0.54,0.14857082846012368
373,rural,west nile,39,primary/middle school,currently married,0,0.486,-0.8396152505858784
374,rural,south west,27,never attended,currently living with partner,0,0.518,-0.2540235000400994
375,rural,central 2,12,primary/middle school,currently living with partner,0,0.586,0.990358969869679
376,urban,kampala,19,secondary/post-primary,divorced or separated,0,0.639,1.9602453067111254
377,rural,south west,10,tertiary/post-secondary,never married,0,0.518,-0.2540235000400994
378,rural,eastern,29,never attended,currently living with partner,0,0.526,-0.10762556240365462
379,rural,central 1,27,secondary/post-primary,currently married,0,0.54,0.14857082846012368
380,rural,western,22,primary/middle school,currently married,0,0.499,-0.6017186019266556
381,rural,western,22,primary/middle school,divorced or separated,0,0.499,-0.6017186019266556
382,urban,western,17,tertiary/post-secondary,never married,0,0.499,-0.6017186019266556
383,urban,kampala,40,primary/middle school,widow or widower,0,0.639,1.9602453067111254
384,rural,central 2,18,primary/middle school,currently living with partner,0,0.586,0.990358969869679
385,urban,kampala,12,secondary/post-primary,divorced or separated,1,0.639,1.9602453067111254
386,rural,east central,40,never attended,currently married,0,0.53,-0.03442659358543225
387,rural,east central,22,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
388,urban,south west,35,tertiary/post-secondary,currently married,0,0.518,-0.2540235000400994
389,rural,central 2,20,tertiary/post-secondary,currently living with partner,0,0.586,0.990358969869679
390,urban,central 2,19,secondary/post-primary,currently living with partner,1,0.586,0.990358969869679
391,urban,kampala,26,never attended,divorced or separated,0,0.639,1.9602453067111254
392,rural,north,22,primary/middle school,currently married,0,0.475,-1.0409124148359898
393,rural,karamoja,11,primary/middle school,currently married,0,0.45,-1.4984059699498786
394,urban,kampala,15,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
395,rural,east central,21,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
396,rural,eastern,7,primary/middle school,never married,0,0.526,-0.10762556240365462
397,rural,east central,9,secondary/post-primary,never married,0,0.53,-0.03442659358543225
398,rural,central 2,25,primary/middle school,currently married,0,0.586,0.990358969869679
399,rural,east central,14,never attended,currently married,0,0.53,-0.03442659358543225
400,urban,kampala,12,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
401,rural,east central,26,primary/middle school,divorced or separated,0,0.53,-0.03442659358543225
402,rural,east central,12,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
403,rural,eastern,35,primary/middle school,currently married,0,0.526,-0.10762556240365462
404,rural,karamoja,11,never attended,never married,0,0.45,-1.4984059699498786
405,rural,south west,24,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
406,urban,karamoja,14,secondary/post-primary,currently living with partner,0,0.45,-1.4984059699498786
407,urban,eastern,15,secondary/post-primary,divorced or separated,1,0.526,-0.10762556240365462
408,rural,central 2,35,primary/middle school,divorced or separated,1,0.586,0.990358969869679
409,rural,north,25,never attended,currently married,0,0.475,-1.0409124148359898
410,urban,kampala,14,secondary/post-primary,currently married,0,0.639,1.9602453067111254
411,rural,central 2,37,primary/middle school,currently married,0,0.586,0.990358969869679
412,urban,north,14,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
413,rural,north,22,secondary/post-primary,currently living with partner,0,0.475,-1.0409124148359898
414,rural,north,23,primary/middle school,currently living with partner,0,0.475,-1.0409124148359898
415,rural,south west,27,never attended,currently living with partner,0,0.518,-0.2540235000400994
416,rural,western,8,primary/middle school,never married,0,0.499,-0.6017186019266556
417,rural,south west,18,secondary/post-primary,currently married,0,0.518,-0.2540235000400994
418,urban,kampala,26,tertiary/post-secondary,never married,1,0.639,1.9602453067111254
419,rural,western,11,primary/middle school,currently living with partner,0,0.499,-0.6017186019266556
420,urban,kampala,14,tertiary/post-secondary,never married,0,0.639,1.9602453067111254
421,urban,kampala,22,secondary/post-primary,currently married,0,0.639,1.9602453067111254
422,rural,west nile,12,primary/middle school,currently married,0,0.486,-0.8396152505858784
423,rural,central 2,35,never attended,divorced or separated,1,0.586,0.990358969869679
424,rural,east central,12,primary/middle school,currently married,0,0.53,-0.03442659358543225
425,urban,central 1,19,secondary/post-primary,currently married,0,0.54,0.14857082846012368
426,rural,east central,37,secondary/post-primary,widow or widower,0,0.53,-0.03442659358543225
427,rural,karamoja,11,primary/middle school,currently living with partner,0,0.45,-1.4984059699498786
428,rural,west nile,11,primary/middle school,never married,0,0.486,-0.8396152505858784
429,rural,north,28,never attended,currently married,0,0.475,-1.0409124148359898
430,rural,south west,18,primary/middle school,divorced or separated,0,0.518,-0.2540235000400994
431,rural,east central,10,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
432,rural,west nile,16,primary/middle school,currently married,0,0.486,-0.8396152505858784
433,rural,east central,6,primary/middle school,never married,0,0.53,-0.03442659358543225
434,rural,east central,17,secondary/post-primary,currently married,0,0.53,-0.03442659358543225
435,rural,east central,17,primary/middle school,currently married,0,0.53,-0.03442659358543225
436,urban,central 2,17,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
437,rural,north,8,primary/middle school,never married,0,0.475,-1.0409124148359898
438,urban,central 1,31,primary/middle school,currently married,0,0.54,0.14857082846012368
439,rural,karamoja,33,never attended,currently married,0,0.45,-1.4984059699498786
440,rural,west nile,23,primary/middle school,currently married,0,0.486,-0.8396152505858784
441,rural,north,11,primary/middle school,divorced or separated,1,0.475,-1.0409124148359898
442,urban,kampala,6,secondary/post-primary,never married,0,0.639,1.9602453067111254
443,rural,western,12,primary/middle school,currently married,1,0.499,-0.6017186019266556
444,rural,east central,25,primary/middle school,currently living with partner,0,0.53,-0.03442659358543225
445,rural,west nile,12,primary/middle school,currently married,0,0.486,-0.8396152505858784
446,urban,eastern,19,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
447,urban,western,27,primary/middle school,divorced or separated,1,0.499,-0.6017186019266556
448,urban,kampala,19,secondary/post-primary,widow or widower,0,0.639,1.9602453067111254
449,rural,north,34,never attended,currently living with partner,0,0.475,-1.0409124148359898
450,rural,east central,29,primary/middle school,currently married,0,0.53,-0.03442659358543225
451,rural,south west,24,primary/middle school,currently living with partner,0,0.518,-0.2540235000400994
452,rural,eastern,16,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
453,rural,west nile,26,primary/middle school,currently living with partner,0,0.486,-0.8396152505858784
454,urban,south west,18,secondary/post-primary,currently living with partner,0,0.518,-0.2540235000400994
455,rural,west nile,12,primary/middle school,currently married,0,0.486,-0.8396152505858784
456,rural,east central,21,primary/middle school,currently living with partner,1,0.53,-0.03442659358543225
457,urban,kampala,33,primary/middle school,divorced or separated,1,0.639,1.9602453067111254
458,rural,south west,19,primary/middle school,currently living with partner,1,0.518,-0.2540235000400994
459,rural,west nile,16,primary/middle school,currently married,0,0.486,-0.8396152505858784
460,rural,south west,26,never attended,currently living with partner,0,0.518,-0.2540235000400994
461,rural,east central,12,secondary/post-primary,never married,0,0.53,-0.03442659358543225
462,urban,kampala,18,primary/middle school,currently living with partner,0,0.639,1.9602453067111254
463,urban,central 1,14,primary/middle school,divorced or separated,0,0.54,0.14857082846012368
464,urban,east central,9,secondary/post-primary,never married,0,0.53,-0.03442659358543225
465,rural,central 1,9,secondary/post-primary,never married,0,0.54,0.14857082846012368
466,rural,north,25,primary/middle school,currently married,0,0.475,-1.0409124148359898
467,rural,karamoja,22,never attended,currently living with partner,0,0.45,-1.4984059699498786
468,rural,karamoja,6,never attended,currently living with partner,0,0.45,-1.4984059699498786
469,urban,central 1,13,secondary/post-primary,currently living with partner,0,0.54,0.14857082846012368
470,urban,central 2,12,secondary/post-primary,currently living with partner,0,0.586,0.990358969869679
471,rural,west nile,7,primary/middle school,never married,0,0.486,-0.8396152505858784
472,rural,western,24,secondary/post-primary,currently married,0,0.499,-0.6017186019266556
473,urban,kampala,7,secondary/post-primary,currently living with partner,0,0.639,1.9602453067111254
474,rural,west nile,30,primary/middle school,currently married,0,0.486,-0.8396152505858784
475,rural,eastern,9,secondary/post-primary,currently living with partner,0,0.526,-0.10762556240365462
476,rural,eastern,30,primary/middle school,currently married,0,0.526,-0.10762556240365462
477,rural,eastern,35,never attended,currently married,0,0.526,-0.10762556240365462
478,rural,eastern,11,primary/middle school,currently living with partner,0,0.526,-0.10762556240365462
479,rural,eastern,34,primary/middle school,widow or widower,0,0.526,-0.10762556240365462
480,rural,north,23,primary/middle school,divorced or separated,0,0.475,-1.0409124148359898
481,rural,eastern,37,secondary/post-primary,currently married,0,0.526,-0.10762556240365462
482,urban,kampala,15,primary/middle school,divorced or separated,0,0.639,1.9602453067111254
483,rural,west nile,12,secondary/post-primary,currently married,0,0.486,-0.8396152505858784
